Date,Open,High,Low,Close,Volume,Adj Close
2012-06-13,309.15,311.16,306.41,309.11,5768,309.11
2012-06-14,308.14,308.47,307.53,307.53,7398,307.53
2012-06-15,308.31,309.71,307.87,309.71,5690,309.71
2012-06-16,307.29,309.75,305.47,309.75,1445,309.75
2012-06-17,310.04,311.03,308.03,311.03,3028,311.03
2012-06-18,309.15,311.14,306.79,306.79,2905,306.79
2012-06-19,308.0,308.23,305.86,306.19,4171,306.19
2012-06-20,305.32,306.87,302.36,305.32,6738,305.32
2012-06-21,301.57,304.01,297.82,297.82,7785,297.82
2012-06-22,296.7,297.36,294.62,295.0,8020,295.0
2012-06-23,298.32,300.45,296.2,296.2,3143,296.2
2012-06-24,298.59,303.15,297.44,300.96,4388,300.96
2012-06-25,303.25,306.03,301.97,301.97,4837,301.97
2012-06-26,299.49,301.13,297.32,298.63,1515,298.63
2012-06-27,301.52,302.83,299.34,302.83,3476,302.83
2012-06-28,301.38,304.3,300.22,301.96,6521,301.96
2012-06-29,304.91,306.64,300.76,304.45,6929,304.45
2012-06-30,302.16,303.2,301.28,302.72,6197,302.72
2012-07-01,302.35,303.36,300.17,300.17,7759,300.17
2012-07-02,300.55,302.18,299.42,299.7,5586,299.7
2012-07-03,298.31,300.41,297.08,298.38,6874,298.38
2012-07-04,297.47,299.85,296.44,296.44,4164,296.44
2012-07-05,295.98,297.06,295.66,297.06,2569,297.06
2012-07-06,298.95,302.61,298.32,300.51,6,300.51
2012-07-07,298.01,302.07,296.81,298.48,3018,298.48
2012-07-08,298.85,303.06,296.3,298.35,5047,298.35
2012-07-09,298.67,299.63,296.59,296.59,5289,296.59
2012-07-10,296.71,297.98,295.37,297.98,6126,297.98
2012-07-11,296.17,296.83,293.71,296.47,6453,296.47
2012-07-12,295.65,298.26,294.93,295.83,2273,295.83
2012-07-13,294.13,296.25,291.48,292.87,6573,292.87
2012-07-14,293.26,296.23,288.74,292.97,2839,292.97
2012-07-15,288.45,289.79,286.99,289.79,4572,289.79
2012-07-16,288.98,289.18,287.7,287.7,6978,287.7
2012-07-17,286.26,287.12,284.92,284.92,6509,284.92
2012-07-18,286.09,286.95,285.27,285.79,2536,285.79
2012-07-19,286.15,287.91,285.39,287.75,8811,287.75
2012-07-20,287.46,291.99,284.95,287.6,2986,287.6
2012-07-21,291.98,293.91,290.47,290.47,3962,290.47
2012-07-22,290.66,292.0,289.24,290.67,1348,290.67
2012-07-23,293.99,299.41,292.69,293.68,5895,293.68
2012-07-24,290.15,295.29,285.97,289.72,4789,289.72
2012-07-25,292.52,293.29,288.24,292.78,5902,292.78
2012-07-26,294.05,294.89,292.2,292.2,4430,292.2
2012-07-27,290.97,291.6,288.71,289.65,1537,289.65
2012-07-28,287.43,289.37,286.64,286.99,6648,286.99
2012-07-29,287.91,291.71,287.23,287.23,11264,287.23
2012-07-30,285.05,285.09,282.44,282.44,5993,282.44
2012-07-31,281.22,284.13,277.89,277.89,691,277.89
2012-08-01,275.87,278.8,275.79,277.81,4240,277.81
2012-08-02,278.66,280.24,275.01,279.16,5524,279.16
2012-08-03,280.82,284.87,280.47,282.31,4351,282.31
2012-08-04,280.85,281.38,279.19,281.38,3413,281.38
2012-08-05,283.09,284.34,280.53,282.52,7311,282.52
2012-08-06,283.74,285.41,281.63,281.63,8422,281.63
2012-08-07,277.42,280.31,276.07,280.31,6309,280.31
2012-08-08,285.54,288.14,283.75,285.72,2946,285.72
2012-08-09,284.53,287.01,282.26,283.93,4391,283.93
2012-08-10,285.5,286.94,284.34,286.7,7857,286.7
2012-08-11,287.71,288.86,287.17,287.29,1451,287.29
2012-08-12,289.19,290.74,283.55,289.12,3288,289.12
2012-08-13,292.43,293.02,291.56,293.02,3143,293.02
2012-08-14,292.53,297.07,289.59,294.13,2019,294.13
2012-08-15,295.95,298.4,295.3,295.94,5467,295.94
2012-08-16,291.94,292.69,289.67,291.12,4918,291.12
2012-08-17,288.65,290.87,287.34,289.26,8105,289.26
2012-08-18,287.19,289.31,285.2,285.4,3937,285.4
2012-08-19,288.98,290.56,286.67,289.97,2160,289.97
2012-08-20,286.37,289.24,285.55,285.55,8421,285.55
2012-08-21,285.13,288.52,284.15,284.15,6631,284.15
2012-08-22,282.65,285.29,282.28,282.75,6936,282.75
2012-08-23,287.04,288.7,285.86,287.04,6219,287.04
2012-08-24,283.64,285.97,282.29,283.45,7149,283.45
2012-08-25,281.64,283.32,279.26,279.26,3466,279.26
2012-08-26,279.24,280.56,274.82,280.15,3624,280.15
2012-08-27,277.3,280.21,274.14,280.21,230,280.21
2012-08-28,279.37,280.92,278.17,278.17,8060,278.17
2012-08-29,274.75,277.35,273.98,274.58,6504,274.58
2012-08-30,275.26,278.09,274.49,278.09,6381,278.09
2012-08-31,282.29,282.6,280.25,282.6,4878,282.6
2012-09-01,282.3,286.41,279.78,282.23,2171,282.23
2012-09-02,282.76,284.29,281.0,284.29,4678,284.29
2012-09-03,283.15,284.6,282.84,282.84,3349,282.84
2012-09-04,280.5,281.74,278.21,281.74,8544,281.74
2012-09-05,283.31,283.41,280.23,281.55,6565,281.55
2012-09-06,279.49,282.08,275.03,282.08,4787,282.08
2012-09-07,280.74,281.1,278.26,278.26,3970,278.26
2012-09-08,276.31,278.29,274.83,276.82,3294,276.82
2012-09-09,277.63,278.8,277.39,277.41,8324,277.41
2012-09-10,279.42,282.85,279.08,279.19,4672,279.19
2012-09-11,275.52,275.65,273.29,274.63,4200,274.63
2012-09-12,278.05,278.3,276.03,276.03,6143,276.03
2012-09-13,274.71,275.6,270.82,272.73,6729,272.73
2012-09-14,274.15,275.35,270.86,273.0,5482,273.0
2012-09-15,274.08,275.62,273.75,274.85,3177,274.85
2012-09-16,274.94,277.4,273.92,275.34,5871,275.34
2012-09-17,272.34,273.79,271.32,273.67,7735,273.67
2012-09-18,274.54,278.68,271.22,278.68,5926,278.68
2012-09-19,280.12,281.63,277.79,281.63,5708,281.63
2012-09-20,280.23,281.7,279.13,279.13,2740,279.13
2012-09-21,279.65,280.47,277.96,280.47,4218,280.47
2012-09-22,278.27,280.67,277.12,279.03,8163,279.03
2012-09-23,279.51,281.59,277.56,277.56,6624,277.56
2012-09-24,276.59,278.69,275.64,278.69,8324,278.69
2012-09-25,282.83,283.76,279.96,282.55,9313,282.55
2012-09-26,282.43,283.39,277.08,283.39,7532,283.39
2012-09-27,283.91,287.25,281.14,284.22,5954,284.22
2012-09-28,287.25,289.64,286.83,288.15,1251,288.15
2012-09-29,287.9,289.21,286.17,286.17,5833,286.17
2012-09-30,287.83,290.08,284.82,288.25,4427,288.25
2012-10-01,294.29,294.4,292.46,292.46,6127,292.46
2012-10-02,292.26,292.45,289.65,289.65,6674,289.65
2012-10-03,287.89,290.46,284.33,285.34,5060,285.34
2012-10-04,285.13,286.74,284.9,285.42,3164,285.42
2012-10-05,286.67,286.92,285.64,286.02,5440,286.02
2012-10-06,286.57,287.53,284.13,287.1,4044,287.1
2012-10-07,288.68,289.99,286.65,288.89,3601,288.89
2012-10-08,286.02,287.11,283.53,285.16,2456,285.16
2012-10-09,285.44,286.9,285.12,286.9,6341,286.9
2012-10-10,287.48,293.25,285.38,288.26,2671,288.26
2012-10-11,289.9,290.29,286.54,288.04,5877,288.04
2012-10-12,290.39,291.7,289.78,289.78,5577,289.78
2012-10-13,291.43,293.85,289.96,289.96,4979,289.96
2012-10-14,290.13,292.69,287.98,287.98,8068,287.98
2012-10-15,283.58,284.15,283.2,283.49,5770,283.49
2012-10-16,283.42,286.04,281.98,281.98,6481,281.98
2012-10-17,282.76,284.34,282.42,282.42,4502,282.42
2012-10-18,277.3,278.73,275.38,275.38,6929,275.38
2012-10-19,274.17,278.58,272.06,275.49,3461,275.49
2012-10-20,275.31,277.79,274.26,275.92,7289,275.92
2012-10-21,276.96,277.49,274.92,274.92,3771,274.92
2012-10-22,275.92,276.29,274.28,276.1,5237,276.1
2012-10-23,274.06,277.46,273.69,276.71,6361,276.71
2012-10-24,277.61,281.15,274.86,276.34,4050,276.34
2012-10-25,279.75,282.28,277.74,279.54,657,279.54
2012-10-26,280.17,283.04,279.29,279.29,8279,279.29
2012-10-27,278.91,280.11,277.37,279.29,4723,279.29
2012-10-28,277.87,280.08,276.49,280.08,6095,280.08
2012-10-29,281.17,281.68,280.68,281.68,6283,281.68
2012-10-30,281.22,282.74,279.06,279.06,729,279.06
2012-10-31,279.24,280.1,277.69,279.44,4243,279.44
2012-11-01,283.42,286.11,283.37,284.65,5183,284.65
2012-11-02,287.56,290.35,283.56,290.06,5957,290.06
2012-11-03,291.89,295.2,291.18,291.54,6484,291.54
2012-11-04,289.55,291.97,287.25,288.44,3895,288.44
2012-11-05,289.36,292.77,286.19,289.27,5994,289.27
2012-11-06,289.08,292.46,285.99,292.46,7465,292.46
2012-11-07,293.67,295.64,293.67,295.64,5805,295.64
2012-11-08,296.61,298.2,296.01,296.68,3513,296.68
2012-11-09,295.91,295.99,292.3,292.3,4539,292.3
2012-11-10,290.2,291.48,289.35,291.03,6182,291.03
2012-11-11,291.33,292.78,288.39,291.0,3313,291.0
2012-11-12,289.24,289.24,286.03,286.03,7779,286.03
2012-11-13,284.58,284.63,283.69,283.69,5705,283.69
2012-11-14,283.23,285.16,282.1,282.1,7505,282.1
2012-11-15,281.73,282.71,280.72,281.29,2849,281.29
2012-11-16,280.05,280.42,279.75,280.05,4908,280.05
2012-11-17,279.89,280.78,276.75,279.7,1988,279.7
2012-11-18,281.35,282.57,278.18,278.18,6945,278.18
2012-11-19,280.18,283.15,277.73,281.51,7958,281.51
2012-11-20,278.44,279.16,274.85,274.85,8631,274.85
2012-11-21,275.08,275.2,271.6,271.6,4230,271.6
2012-11-22,273.44,276.71,272.21,272.21,3189,272.21
2012-11-23,269.48,271.7,265.24,267.27,6534,267.27
2012-11-24,268.64,270.48,266.47,267.85,5405,267.85
2012-11-25,271.12,274.35,269.55,273.07,3537,273.07
2012-11-26,272.11,274.41,268.28,269.64,7101,269.64
2012-11-27,273.34,273.77,271.52,273.77,4253,273.77
2012-11-28,272.02,272.48,271.36,271.36,2996,271.36
2012-11-29,269.87,271.63,269.21,269.22,3292,269.22
2012-11-30,271.11,271.84,270.39,270.65,2669,270.65
2012-12-01,269.22,270.67,267.52,267.52,2567,267.52
2012-12-02,266.82,268.45,265.77,268.45,4695,268.45
2012-12-03,272.26,274.32,272.07,273.31,5030,273.31
2012-12-04,269.31,272.0,267.96,272.0,7244,272.0
2012-12-05,273.29,277.07,271.83,274.7,520,274.7
2012-12-06,275.52,279.46,272.87,274.01,3568,274.01
2012-12-07,275.83,276.36,275.43,276.36,4547,276.36
2012-12-08,276.33,279.18,275.7,279.18,4237,279.18
2012-12-09,278.93,280.86,276.75,279.08,15,279.08
2012-12-10,279.08,280.53,278.28,278.28,3281,278.28
2012-12-11,279.71,280.29,278.43,278.43,5311,278.43
2012-12-12,276.82,279.45,276.14,276.44,7225,276.44
2012-12-13,277.2,278.31,276.1,276.7,7041,276.7
2012-12-14,275.12,275.55,272.71,272.71,3229,272.71
2012-12-15,270.64,273.99,270.22,271.44,6011,271.44
2012-12-16,274.22,274.66,273.54,274.34,10008,274.34
2012-12-17,273.97,276.28,271.46,272.68,6327,272.68
2012-12-18,270.69,271.9,269.43,271.33,5998,271.33
2012-12-19,272.28,273.66,268.6,268.6,6413,268.6
2012-12-20,268.63,271.57,264.56,268.71,8297,268.71
2012-12-21,268.25,269.38,263.89,269.38,3132,269.38
2012-12-22,269.6,271.71,268.08,268.37,1978,268.37
2012-12-23,268.48,268.49,266.96,267.55,7256,267.55
2012-12-24,267.95,271.85,266.12,268.19,3736,268.19
2012-12-25,266.47,266.62,264.9,266.47,5123,266.47
2012-12-26,265.77,268.84,264.29,268.84,6221,268.84
2012-12-27,267.39,269.3,265.76,268.61,3480,268.61
2012-12-28,268.77,270.33,266.31,269.18,4604,269.18
2012-12-29,269.19,270.03,267.69,267.69,2983,267.69
2012-12-30,266.77,268.78,264.92,266.27,4546,266.27
2012-12-31,264.65,269.5,263.09,266.49,4816,266.49
2013-01-01,269.86,270.06,264.87,268.55,5041,268.55
2013-01-02,268.34,269.79,266.26,266.26,5267,266.26
2013-01-03,268.93,269.6,264.89,267.7,9108,267.7
2013-01-04,267.13,268.35,266.58,267.9,5201,267.9
2013-01-05,268.26,270.53,266.49,267.46,4541,267.46
2013-01-06,269.58,270.55,267.91,267.91,5034,267.91
2013-01-07,268.55,270.68,264.47,268.81,5707,268.81
2013-01-08,268.47,270.22,267.55,268.05,5158,268.05
2013-01-09,265.53,265.66,262.26,265.09,5400,265.09
2013-01-10,266.5,269.26,262.98,266.46,3921,266.46
2013-01-11,270.11,272.09,267.26,272.09,4327,272.09
2013-01-12,272.88,272.94,270.1,271.47,2283,271.47
2013-01-13,271.87,274.01,268.2,274.01,1325,274.01
2013-01-14,271.06,273.4,267.75,271.05,6410,271.05
2013-01-15,272.72,273.26,272.01,272.55,6621,272.55
2013-01-16,273.23,276.94,270.23,272.2,5715,272.2
2013-01-17,268.36,272.88,268.06,272.88,3737,272.88
2013-01-18,274.78,276.14,273.17,274.54,6750,274.54
2013-01-19,278.53,280.63,276.43,280.63,3233,280.63
2013-01-20,280.06,280.87,278.15,280.87,6342,280.87
2013-01-21,280.23,281.39,278.04,279.49,5147,279.49
2013-01-22,276.33,276.5,273.94,275.86,2508,275.86
2013-01-23,275.15,276.26,271.09,271.09,12383,271.09
2013-01-24,271.42,274.5,268.49,271.28,5672,271.28
2013-01-25,272.8,275.17,267.79,272.65,3932,272.65
2013-01-26,270.54,273.69,268.43,268.43,5268,268.43
2013-01-27,270.12,273.5,266.29,270.48,6082,270.48
2013-01-28,272.87,273.75,270.34,270.34,2219,270.34
2013-01-29,275.27,275.76,272.74,274.14,6166,274.14
2013-01-30,274.53,275.2,272.6,273.29,3432,273.29
2013-01-31,272.51,275.01,272.24,272.32,5380,272.32
2013-02-01,273.49,273.74,272.73,273.64,7039,273.64
2013-02-02,273.88,274.68,273.3,274.05,8197,274.05
2013-02-03,274.04,274.68,269.81,274.25,7624,274.25
2013-02-04,271.64,273.61,269.46,273.56,1263,273.56
2013-02-05,273.82,275.81,272.18,274.05,6452,274.05
2013-02-06,272.93,274.31,271.15,271.31,7342,271.31
2013-02-07,270.38,271.63,269.11,269.11,9112,269.11
2013-02-08,273.04,273.9,270.71,270.71,5225,270.71
2013-02-09,270.62,271.24,265.86,268.98,6843,268.98
2013-02-10,271.97,272.33,269.77,271.19,6352,271.19
2013-02-11,271.71,274.28,269.51,272.13,5192,272.13
2013-02-12,272.31,274.17,269.57,271.56,4223,271.56
2013-02-13,271.63,273.17,270.56,271.96,4131,271.96
2013-02-14,269.65,271.04,267.92,267.92,5339,267.92
2013-02-15,267.33,269.66,262.41,266.76,295,266.76
2013-02-16,267.62,270.32,265.07,265.07,5127,265.07
2013-02-17,264.25,265.94,262.3,265.94,5544,265.94
2013-02-18,263.22,264.97,260.41,264.29,4747,264.29
2013-02-19,268.43,268.89,267.61,267.89,3094,267.89
2013-02-20,270.85,272.59,269.47,270.4,8620,270.4
2013-02-21,267.24,268.22,265.32,267.77,1545,267.77
2013-02-22,270.49,272.56,268.54,268.54,4658,268.54
2013-02-23,268.67,269.57,265.45,269.18,1151,269.18
2013-02-24,268.34,268.95,268.33,268.95,6724,268.95
2013-02-25,270.24,270.42,266.21,270.42,3337,270.42
2013-02-26,270.06,272.42,268.33,270.94,2330,270.94
2013-02-27,270.47,273.67,267.64,268.57,4883,268.57
2013-02-28,267.18,267.96,265.68,267.71,7003,267.71
2013-03-01,268.06,268.75,267.08,268.2,2503,268.2
2013-03-02,267.8,271.9,266.98,271.9,4655,271.9
2013-03-03,269.15,270.36,268.45,268.45,5786,268.45
2013-03-04,271.79,274.73,264.88,272.37,3028,272.37
2013-03-05,271.76,273.53,270.23,270.75,6552,270.75
2013-03-06,271.29,273.44,270.54,272.87,7074,272.87
2013-03-07,271.36,274.91,270.96,272.09,842,272.09
2013-03-08,276.94,278.24,275.01,276.84,6580,276.84
2013-03-09,274.5,276.32,271.51,275.0,1490,275.0
2013-03-10,272.86,273.89,271.46,273.05,3625,273.05
2013-03-11,272.61,274.92,271.1,272.61,3848,272.61
2013-03-12,269.61,271.08,269.3,270.51,4399,270.51
2013-03-13,270.0,270.96,267.92,267.92,4435,267.92
2013-03-14,269.72,269.87,268.87,268.87,8181,268.87
2013-03-15,269.7,269.71,268.78,268.83,3867,268.83
2013-03-16,269.86,271.06,267.86,267.86,3387,267.86
2013-03-17,268.58,269.85,268.36,269.85,5833,269.85
2013-03-18,268.17,269.22,264.72,264.72,5314,264.72
2013-03-19,263.05,263.74,259.72,262.71,5311,262.71
2013-03-20,262.82,265.26,260.69,260.76,6108,260.76
2013-03-21,260.5,263.91,260.43,261.45,1316,261.45
2013-03-22,259.59,260.43,257.79,260.16,5338,260.16
2013-03-23,262.72,263.4,261.07,261.07,6669,261.07
2013-03-24,263.9,265.62,261.96,265.62,6159,265.62
2013-03-25,269.09,270.81,267.99,268.58,7727,268.58
2013-03-26,268.91,269.15,267.02,268.21,6407,268.21
2013-03-27,270.3,271.8,269.54,271.38,1055,271.38
2013-03-28,271.52,273.43,270.75,272.25,4036,272.25
2013-03-29,272.72,272.85,270.42,270.42,4862,270.42
2013-03-30,266.14,266.26,264.6,264.64,5747,264.64
2013-03-31,267.26,270.35,265.47,265.47,3362,265.47
2013-04-01,268.25,270.25,266.78,267.59,3904,267.59
2013-04-02,271.19,272.06,267.96,272.06,6971,272.06
2013-04-03,269.98,272.06,268.38,271.82,3800,271.82
2013-04-04,270.93,274.03,269.58,272.09,3249,272.09
2013-04-05,271.62,271.91,269.79,269.79,6580,269.79
2013-04-06,271.0,271.43,268.28,268.28,2205,268.28
2013-04-07,270.32,272.83,267.63,271.31,4377,271.31
2013-04-08,270.45,276.02,266.69,271.64,33418,271.64
2013-04-09,277.81,279.06,276.18,277.51,4073,277.51
2013-04-10,279.29,281.08,277.84,279.86,4374,279.86
2013-04-11,278.68,280.13,277.52,277.52,2428,277.52
2013-04-12,278.05,282.08,275.65,277.7,4588,277.7
2013-04-13,277.02,279.98,275.28,278.8,7072,278.8
2013-04-14,280.2,282.01,277.96,280.25,2759,280.25
2013-04-15,278.23,280.7,277.84,280.7,5423,280.7
2013-04-16,278.6,280.64,278.35,279.62,315,279.62
2013-04-17,279.85,282.64,279.73,281.49,9532,281.49
2013-04-18,281.62,283.16,279.69,280.12,6244,280.12
2013-04-19,280.8,283.94,278.62,278.62,3823,278.62
2013-04-20,281.07,283.45,279.93,283.45,3832,283.45
2013-04-21,281.52,282.44,280.44,281.68,5884,281.68
2013-04-22,282.31,283.32,281.26,282.34,4056,282.34
2013-04-23,281.8,284.69,280.52,281.89,2298,281.89
2013-04-24,281.85,284.11,280.6,280.6,4766,280.6
2013-04-25,278.85,280.28,276.74,278.97,2994,278.97
2013-04-26,280.17,283.3,280.16,283.03,1344,283.03
2013-04-27,280.75,282.03,279.49,279.49,5283,279.49
2013-04-28,282.38,284.43,280.15,280.15,6117,280.15
2013-04-29,280.34,281.01,279.64,280.44,5482,280.44
2013-04-30,281.17,283.75,278.86,282.31,5158,282.31
2013-05-01,280.02,281.91,277.88,278.95,2010,278.95
2013-05-02,282.11,283.84,279.27,279.27,8350,279.27
2013-05-03,279.5,280.82,278.83,279.84,8187,279.84
2013-05-04,280.25,284.23,277.97,277.97,7018,277.97
2013-05-05,278.7,278.9,277.47,277.47,4588,277.47
2013-05-06,282.54,284.28,282.0,282.68,4715,282.68
2013-05-07,280.9,283.83,279.23,283.83,8044,283.83
2013-05-08,284.31,285.11,283.75,285.08,8180,285.08
2013-05-09,285.75,289.35,285.17,289.35,6659,289.35
2013-05-10,288.48,289.75,288.18,288.68,3365,288.68
2013-05-11,285.37,285.65,284.31,284.5,2318,284.5
2013-05-12,283.1,284.43,282.22,282.63,3761,282.63
2013-05-13,280.81,283.61,279.45,282.68,7898,282.68
2013-05-14,278.15,279.33,275.92,277.04,2891,277.04
2013-05-15,274.02,275.85,272.22,272.22,9305,272.22
2013-05-16,273.91,276.48,270.63,272.54,6646,272.54
2013-05-17,270.78,270.94,268.22,270.24,6829,270.24
2013-05-18,272.25,274.27,271.44,272.74,5506,272.74
2013-05-19,270.97,272.35,269.99,269.99,5827,269.99
2013-05-20,270.55,271.25,268.16,270.54,7016,270.54
2013-05-21,272.13,275.36,270.98,272.29,5194,272.29
2013-05-22,271.1,273.52,269.17,273.52,4696,273.52
2013-05-23,278.9,279.4,277.71,277.71,7127,277.71
2013-05-24,275.16,276.33,273.07,273.07,6163,273.07
2013-05-25,272.87,275.45,268.8,275.45,7030,275.45
2013-05-26,273.27,274.42,271.44,272.52,4273,272.52
2013-05-27,271.62,274.42,269.82,271.78,7049,271.78
2013-05-28,267.91,268.86,266.44,268.33,1234,268.33
2013-05-29,263.02,265.46,255.74,265.46,8729,265.46
2013-05-30,266.3,268.37,264.4,266.19,6385,266.19
2013-05-31,266.39,267.89,265.95,267.89,2467,267.89
2013-06-01,265.12,268.0,261.74,263.29,4194,263.29
2013-06-02,260.05,262.3,259.49,259.49,6090,259.49
2013-06-03,258.7,259.58,257.89,259.58,6878,259.58
2013-06-04,262.66,264.84,261.75,261.75,3446,261.75
2013-06-05,259.18,261.41,257.32,257.32,1507,257.32
2013-06-06,254.71,255.31,252.36,253.89,8360,253.89
2013-06-07,250.35,251.92,248.66,249.85,7003,249.85
2013-06-08,251.13,251.76,249.72,250.22,8388,250.22
2013-06-09,248.62,251.12,247.02,247.02,4411,247.02
2013-06-10,244.24,244.96,242.07,243.72,7267,243.72
2013-06-11,243.86,248.08,242.89,245.7,5959,245.7
2013-06-12,243.9,246.5,241.63,246.5,5182,246.5
2013-06-13,247.17,247.61,244.97,247.61,5271,247.61
2013-06-14,245.74,252.06,243.27,245.52,4199,245.52
2013-06-15,241.3,242.84,239.71,241.8,5244,241.8
2013-06-16,238.42,241.02,234.8,240.66,3295,240.66
2013-06-17,236.77,237.89,236.14,237.89,5903,237.89
2013-06-18,235.8,237.51,234.35,236.25,3894,236.25
2013-06-19,239.58,242.27,236.24,242.27,2716,242.27
2013-06-20,241.83,244.53,240.04,243.38,5478,243.38
2013-06-21,247.08,250.22,244.28,244.28,119,244.28
2013-06-22,243.32,244.42,241.96,244.38,6308,244.38
2013-06-23,245.62,247.18,244.58,246.58,8355,246.58
2013-06-24,246.93,249.16,244.68,247.47,8340,247.47
2013-06-25,243.87,244.39,242.72,242.72,6799,242.72
2013-06-26,243.38,243.7,241.96,243.64,7215,243.64
2013-06-27,241.93,242.4,241.57,242.4,7213,242.4
2013-06-28,238.38,240.22,235.96,238.27,6403,238.27
2013-06-29,238.53,239.55,236.67,239.55,3894,239.55
2013-06-30,237.46,240.56,233.99,240.56,3289,240.56
2013-07-01,243.69,244.12,241.7,241.7,3990,241.7
2013-07-02,249.72,250.78,124.1,124.1,6392,124.1
2013-07-03,123.91,125.45,122.79,123.6,6114,123.6
2013-07-04,121.15,121.93,119.34,120.57,357,120.57
2013-07-05,118.5,119.06,113.95,118.79,6818,118.79
2013-07-06,118.81,119.83,115.7,118.81,6360,118.81
2013-07-07,115.93,116.42,110.22,116.26,1188,116.26
2013-07-08,112.32,117.29,111.76,111.81,5861,111.81
2013-07-09,108.94,111.02,107.72,110.52,3478,110.52
2013-07-10,111.19,113.33,110.72,111.46,6239,111.46
2013-07-11,111.75,114.29,107.53,112.9,4208,112.9
2013-07-12,114.74,116.74,114.06,114.06,3781,114.06
2013-07-13,117.14,119.37,117.09,119.03,8425,119.03
2013-07-14,116.86,118.4,114.48,118.08,4544,118.08
2013-07-15,122.31,123.77,121.3,123.77,5189,123.77
2013-07-16,124.6,125.92,122.5,122.5,8036,122.5
2013-07-17,120.34,121.13,117.54,117.54,3335,117.54
2013-07-18,115.41,117.84,114.77,114.77,7244,114.77
2013-07-19,114.89,116.13,113.49,113.49,9059,113.49
2013-07-20,113.34,115.59,111.49,112.37,5759,112.37
2013-07-21,110.1,111.37,108.91,108.91,7051,108.91
2013-07-22,107.85,109.19,104.63,109.19,6581,109.19
2013-07-23,125.4,127.37,121.83,123.06,5168,123.06
2013-07-24,120.45,123.81,119.01,121.92,6567,121.92
2013-07-25,121.3,123.96,120.91,123.96,2327,123.96
2013-07-26,121.19,124.9,118.02,121.19,5617,121.19
2013-07-27,122.02,122.89,120.47,122.66,5997,122.66
2013-07-28,123.32,123.94,122.71,123.94,4658,123.94
2013-07-29,123.91,127.45,121.94,122.2,4679,122.2
2013-07-30,121.5,122.62,120.88,122.62,9312,122.62
2013-07-31,123.24,124.64,120.1,123.31,8987,123.31
2013-08-01,123.68,124.15,122.89,124.15,6550,124.15
2013-08-02,122.25,123.18,117.98,121.68,2057,121.68
2013-08-03,123.91,125.1,120.46,125.1,6413,125.1
2013-08-04,124.2,124.26,123.82,123.82,5451,123.82
2013-08-05,121.64,123.39,121.14,122.13,3145,122.13
2013-08-06,118.01,120.87,116.28,116.28,7970,116.28
2013-08-07,116.3,120.26,116.01,116.18,2401,116.18
2013-08-08,116.15,116.59,115.44,115.44,5492,115.44
2013-08-09,115.51,116.56,113.38,114.44,7885,114.44
2013-08-10,116.96,119.53,116.03,117.41,5151,117.41
2013-08-11,118.58,119.38,118.44,119.38,6311,119.38
2013-08-12,119.63,120.08,116.34,117.03,3060,117.03
2013-08-13,118.52,119.04,117.18,118.84,3881,118.84
2013-08-14,120.11,121.08,118.72,121.08,5429,121.08
2013-08-15,125.18,127.18,120.05,124.96,4070,124.96
2013-08-16,126.55,127.46,124.58,127.46,2057,127.46
2013-08-17,127.26,128.14,123.75,124.62,3507,124.62
2013-08-18,125.84,126.35,124.07,126.35,1401,126.35
2013-08-19,121.44,122.53,119.41,121.67,8301,121.67
2013-08-20,120.82,121.32,118.06,120.51,6708,120.51
2013-08-21,118.15,118.32,114.86,114.86,4334,114.86
2013-08-22,113.08,114.01,109.59,109.59,4475,109.59
2013-08-23,108.87,111.56,107.11,111.56,4933,111.56
2013-08-24,113.29,114.96,111.92,112.95,2853,112.95
2013-08-25,109.64,110.95,108.9,108.9,2773,108.9
2013-08-26,108.13,109.64,105.36,105.36,6355,105.36
2013-08-27,108.75,109.55,107.79,107.79,503,107.79
2013-08-28,107.66,109.05,107.62,107.75,3728,107.75
2013-08-29,111.34,113.14,111.14,112.11,3208,112.11
2013-08-30,113.34,115.38,112.9,112.9,9646,112.9
2013-08-31,114.56,116.83,113.9,113.9,1519,113.9
2013-09-01,112.49,113.09,109.44,109.44,5907,109.44
2013-09-02,110.75,113.27,108.06,113.27,3993,113.27
2013-09-03,115.54,116.34,112.97,115.49,5788,115.49
2013-09-04,114.16,115.03,112.77,113.83,6521,113.83
2013-09-05,116.91,120.86,116.39,118.36,7322,118.36
2013-09-06,121.12,121.57,120.58,120.58,7637,120.58
2013-09-07,119.62,120.89,116.46,119.28,6345,119.28
2013-09-08,117.77,118.54,117.49,118.54,6614,118.54
2013-09-09,123.11,124.59,119.94,122.55,4459,122.55
2013-09-10,117.46,117.46,116.45,116.45,10203,116.45
2013-09-11,119.01,125.01,114.53,117.73,11,117.73
2013-09-12,116.78,118.74,115.9,117.32,5666,117.32
2013-09-13,117.8,119.89,117.28,119.89,1304,119.89
2013-09-14,121.44,122.79,120.73,122.14,6831,122.14
2013-09-15,118.96,119.87,116.2,116.2,9890,116.2
2013-09-16,115.14,115.54,113.5,115.54,7058,115.54
2013-09-17,112.78,112.81,111.63,112.8,3856,112.8
2013-09-18,110.91,112.24,109.59,111.55,6889,111.55
2013-09-19,113.43,118.11,109.99,111.41,2827,111.41
2013-09-20,110.01,110.77,108.12,109.66,5559,109.66
2013-09-21,108.78,111.18,106.69,111.18,4562,111.18
